53;21/05/2002;20;23;04;29;42;05;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;2.037.692,93;03;08;34;48;35;25;0;0,00;20;4.468,78;1480;60,17;0,00
54;24/05/2002;05;23;34;04;36;27;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;2.347.513,59;44;37;24;45;10;32;0;0,00;28;3.688,34;1538;66,90;0,00
55;28/05/2002;45;44;04;27;43;33;0,00;1;;SP;2.503.788,98;0;0,00;0;0,00;NAO;0,00;17;42;46;06;24;26;0;0,00;52;2.003,53;2010;51,64;0,00
56;31/05/2002;18;10;33;47;40;03;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;335.885,73;39;18;41;14;15;40;0;0,00;12;4.989,18;747;79,85;0,00
57;04/06/2002;18;01;35;38;23;46;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;526.827,38;11;48;15;44;30;47;0;0,00;10;6.364,73;815;77,81;0,00
58;07/06/2002;14;32;42;33;23;25;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;750.547,60;40;09;49;29;14;48;0;0,00;13;5.736,41;730;101,78;0,00
59;11/06/2002;38;33;02;16;28;46;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;964.423,67;28;32;23;38;35;43;0;0,00;26;2.742,00;1077;65,95;0,00
60;14/06/2002;35;12;36;43;29;15;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;1.186.971,54;49;21;07;03;29;34;0;0,00;15;4.945,51;1241;59,56;0,00
61;18/06/2002;01;18;32;09;36;28;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;1.293.632,99;17;30;10;41;24;38;1;106.661,45;23;3.091,64;934;75,86;0,00
62;21/06/2002;28;43;38;23;08;04;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;1.515.513,45;05;42;27;47;48;11;0;0,00;26;2.844,62;1372;53,70;0,00
63;25/06/2002;10;47;09;16;40;05;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;1.763.068,06;41;24;46;28;30;12;0;0,00;34;2.427,01;1188;69,20;0,00
64;28/06/2002;42;26;10;11;12;37;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;2.057.768,47;15;49;44;42;16;32;0;0,00;19;5.170,18;1224;79,96;0,00
65;02/07/2002;44;29;01;08;14;05;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;2.341.325,75;23;35;18;14;28;11;0;0,00;24;3.938,30;1480;63,63;0,00
66;05/07/2002;06;33;19;47;31;17;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;2.661.786,46;49;13;39;47;24;15;0;0,00;25;4.272,81;1682;63,27;0,00
67;09/07/2002;35;46;43;48;40;34;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;2.943.332,06;49;02;12;34;18;33;0;0,00;13;7.219,12;1126;83,04;0,00
68;12/07/2002;12;21;03;24;15;28;0,00;1;;RS;3.112.887,14;0;0,00;0;0,00;NAO;0,00;09;11;38;13;18;43;0;0,00;22;5.138,03;2042;55,14;0,00
69;16/07/2002;18;37;47;02;14;09;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;360.522,62;27;35;45;14;25;49;0;0,00;10;6.365,59;996;63,67;0,00
70;19/07/2002;23;25;46;26;17;29;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;564.430,49;14;49;22;20;40;02;0;0,00;12;5.664,11;670;101,07;0,00
71;23/07/2002;25;45;47;36;33;15;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;768.030,90;08;42;07;37;12;49;0;0,00;21;3.231,75;1052;64,28;0,00
72;26/07/2002;37;34;08;39;14;47;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;988.260,18;05;48;32;01;02;16;0;0,00;24;3.058,74;1212;60,34;0,00
